STUDY_ID,MIN_SAMPLE,REALM,CLIMATE,HABITAT,PROTECTED_AREA,AREA,BIOME_MAP,TAXA,ORGANISMS,TITLE,AB_BIO,DATA_POINTS,START_YEAR,END_YEAR,CENT_LAT,CENT_LONG,NUMBER_OF_SPECIES,NUMBER_OF_SAMPLES,NUMBER_LAT_LONG,TOTAL,GRAIN_SQ_KM,AREA_SQ_KM,DATE_STUDY_ADDED,ABUNDANCE_TYPE,BIOMASS_TYPE,SAMPLE_DESC_NAME
184,100,Marine,Polar/Temperate,Pelagic waters,FALSE,6647670,Polar ecoregions,Marine invertebrates,marine invertebrates + some fish,DFO Central and Arctic Multi-species Stock Assessment Surveys (OBIS_CANADA),A,5,2006,2010,66.861569,-68.964445,306,685,685,16976,2.778,3561893,Oct-12,Presence/Absence,NA,lat_long_locality_country_depth_date
186,6,Marine,Temperate/Tropical,Reef,FALSE,541496,Tropical coral,Benthos,Benthos,Great Barrier Reef Seabed Biodiversity Study 2003-2006 (CMAR_ANACC),A,4,2003,2006,-17.98699,148.047421,4080,1251,1251,93707,0,391807,Oct-12,Presence/Absence,NA,lat_long_general_depth_date
187,6,Marine,Temperate/Tropical,Multiple marine habitats,FALSE,29085500,Temperate shelf and seas ecoregions,Benthos,Benthos,National Benthic Infaunal Database (NOAA NBI),A,14,1991,2006,34.142351,-118.632839,4415,2180,2156,111354,0,2468879,Oct-12,Presence/Absence,NA,lat_long_state_code_bottomDepth_date
189,55,Marine,Tropical,Coastal habitats,FALSE,220.622,Tropical seas,Fish,Fish,St. John. USVI Fish Assessment and Monitoring Data (2002 - Present) (NOAA-CCMA),A,10,2001,2010,18.308752,-64.748777,254,1510,1510,28123,1.00E-04,182,Oct-12,Count,NA,lat_long_general_date
190,122,Marine,Tropical,Coastal habitats,FALSE,156.612,Tropical seas,Fish,Fish,St. Croix. USVI Fish Assessment and Monitoring Data (2002 - Present) (NOAA-CCMA),A,10,2001,2010,17.756969,-64.604258,247,2000,2000,28017,1.00E-04,126,Oct-12,Count,NA,lat_long_general_bottomDepth_date
191,1,Marine,Temperate,Tidal flats,FALSE,4454090,Temperate shelf and seas ecoregions,Marine invertebrates,Marine invertebrates,NEFSC Benthic Database (OBIS-USA),A,28,1900,1975,39.123056,-66.64136,1614,4790,4386,51456,0,1789437,Oct-12,Count,NA,lat_long_country_ocean_locality_size_depth_date
192,11,Marine,Polar/Temperate,Pelagic waters,FALSE,12389000,Polar ecoregions,Mammals,Whales,Whale Catches in Southern Ocean (OBIS - Australian Antarctic Data Centre),A,42,1932,1980,-62.076411,79.717188,6,455,455,7122,0,12743839,May-13,Count,NA,lat_long_country_locality_bottomDepth_date
193,1,Marine,Temperate,Tidal flats,FALSE,6.37E-06,Temperate shelf and seas ecoregions,Marine invertebrates,Plankton,Community level response to climate change The long-term study of the fish and crustacean community of the Bristol Channel (plankton),A,29,1982,2011,51.14,-3.08,7,1,1,775,0,6.38E-06,May-13,Count,NA,lat_long_general_date
194,8,Terrestrial,Temperate,Forest,FALSE,5.58E-06,Temperate coniferous forest,Terrestrial invertebrates,Moths,Spatial and temporal distribution and abundance of moths in the Andrews Experimental Forest. 1994 to 2004,A,6,1994,2004,44.244,-122.158,578,254,1,17647,0,64,May-13,Count,NA,lat_long_state_locality_trapID_date
195,405,Terrestrial,Temperate,Mixed,FALSE,20037000,"Temperate grasslands, savannas and shrublands",Birds,Breeding birds,Breeding birds survey North America,A,30,1978,2007,40.809241,-96.187269,385,440,440,699449,25.42715162,13104786,May-13,Count,NA,lat_long_country_routeid_date
196,98,Marine,Temperate,Estuarine and coastal waters,FALSE,1960.33,Temperate shelf and seas ecoregions,Benthos,Benthos and marine invertebrates,SOTEAG Rocky Shore Survey (Sullom Voe),A,35,1976,2012,60.466447,-1.322878,252,910,47,91491,3.00E-07,582,May-13,Count,NA,lat_long_site_station_stA_stB_stC_stD_stE_stF_date
197,5865,Marine,Temperate,Pelagic / Bottom waters,FALSE,725845,Temperate shelf and seas ecoregions,Fish,Fish,Scottish West Coast Surveys - all species of fish (1985 - 2013),A,28,1985,2013,56.521156,-6.528952,149,279726,1470,279726,0,520796,May-13,Density,NA,lat_long_ship_gear_quart_haul_depth_area_sub_day_ID_length_date
198,19364,Marine,Temperate,Pelagic / Bottom waters,FALSE,1061450,Temperate shelf and seas ecoregions,Fish,Fish,Baltic international demersal trawl surveys,A,23,1991,2013,56.359496,16.421731,142,750118,8909,751021,0,648610,May-13,Density,NA,lat_long_ship_gear_quart_haul_depth_area_sub_day_ID_length_date
199,9,Marine,Temperate/Tropical,Pelagic / Bottom waters,FALSE,53320.3,Tropical seas,Fish,Fish,Taiwan bottom trawl survey,A,4,2000,2003,23.948044,120.753228,631,48,48,3513,0,20164,May-13,Count,NA,lat_long_country_ocean_type_locality_depth_bottomDepth_date
200,3,Marine,Temperate,Tidal flats,FALSE,2014340,Temperate shelf and seas ecoregions,Marine invertebrates,Marine invertebrates,NEFSC Benthic Database (OBIS-USA),A,30,1956,1989,35.691706,-74.090761,2105,2945,2427,102143,0,1789437,Nov-13,Count,NA,lat_long_country_ocean_locality_size_depth_date
201,1,Terrestrial,Tropical,Tropical forest,FALSE,4.01E-06,Tropical and subtropical moist broadleaf forests,Terrestrial plants,Tropical forest trees,Pasoh Forest Dynamics Plot. Malaysia - Smithsonian Tropical Research Institute,A,4,1987,2000,2.982,102.313,840,1,1,3292,0.5,4.01E-06,May-13,Count,NA,lat_long_plot_locality_date
202,1,Terrestrial,Tropical,Tropical forest,FALSE,4.08E-06,Tropical and subtropical moist broadleaf forests,Terrestrial plants,Tropical forest trees,Mudumalai Forest Dynamics Plot. India - Smithsonian Tropical Research Institute,A,3,1988,2000,11.5989,76.5338,75,1,1,225,0.5,4.08E-06,May-13,Count,NA,lat_long_plot_locality_date
204,3,Marine,Temperate,Benthic,FALSE,9248.01,Temperate shelf and seas ecoregions,Benthos,Macrobenthos,MACROBEL Long term trends in the macrobenthos of the Belgian Continental Shelf,A,19,1976,2001,51.439215,2.682711,344,1049,768,15901,1.03E-07,3600,Feb-16,Count,NA,lat_long_date_bottomDepth_date
205,29,Marine,Temperate,Pelagic / Bottom waters,FALSE,26224,Temperate shelf and seas ecoregions,Fish,Fish,ROCKALL Scottish Rockall Survey for commercial fish species,A,8,2001,2009,57.131331,-14.07915,56,323,301,4218,0,26224.00302,Feb-16,Count,NA,lat_long_date_depth_bottomDepth_time_date
206,92,Marine,Temperate,Pelagic / Bottom waters,FALSE,350760,Temperate shelf and seas ecoregions,Fish,Fish,Northern Irish Ground Fish Trawl Survey,A,16,1993,2008,52.175977,-4.628473,108,930,923,13547,0,350760.4178,Feb-16,Count,NA,lat_long_date_depth_bottomDepth_time_date
207,142,Marine,Temperate,Pelagic / Bottom waters,FALSE,967879,Temperate shelf and seas ecoregions,Fish,Fish,Irish Ground Fish Survey for commercial fish species. ICES Database of trawl surveys (DATRAS),A,6,2003,2008,53.183949,-8.573762,178,997,993,22963,0,967878.7164,Feb-16,Count,NA,lat_long_date_depth_bottomDepth_time_date
208,96,Marine,Temperate,Pelagic / Bottom waters,FALSE,749326,Temperate shelf and seas ecoregions,Fish,Fish,ICES French Southern Atlantic Bottom Trawl Survey for commercial fish species. ICES Database of trawl surveys (DATRAS),A,11,1997,2007,48.521775,-6.248979,189,1251,1251,24867,0,749326.1879,Feb-16,Count,NA,lat_long_date_depth_bottomDepth_time_date
209,36,Marine,Temperate,Pelagic / Bottom waters,FALSE,297390,Temperate shelf and seas ecoregions,Fish,Fish,ICES Beam Trawl Survey for commercial fish species. ICES Database of trawl surveys (DATRAS) -UK,A,18,1990,2007,51.09476,0.085737,115,1828,1682,19711,0,1518417.16,May-16,Count,NA,lat_long_date_depth_bottomDepth_time_date
210,30,Marine,Temperate,Pelagic / Bottom waters,FALSE,2726170,Temperate shelf and seas ecoregions,Fish,Fish,ICES North Sea International Bottom Trawl Survey for commercial fish species. ICES Database of trawl surveys (DATRAS),A,47,1965,2011,56.463779,3.500367,254,21395,19618,296524,0,2726170.633,Feb-16,Count,NA,lat_long_date_time_maxDepth_m
211,9,Marine,Temperate,Coastal habitats,FALSE,23188.3,Temperate shelf and seas ecoregions,Fish,Fish,MARMAP Fly Net 1990-2009,AB,8,1980,1987,32.900962,-78.685508,127,140,60,1653,0,23188.31219,Feb-16,Count,Weight,date_lat_long_minDepth_m
212,61,Marine,Temperate,Coastal habitats,FALSE,209880,Temperate shelf and seas ecoregions,Fish,Fish,MARMAP Yankee Trawl 1990-2009,AB,8,1973,1980,31.940762,-78.825083,522,1170,1051,15532,0,209879.9994,Feb-16,Count,Weight,date_lat_long_minDepth_m
213,113,Marine,Temperate,Benthic,FALSE,1974890,Temperate shelf and seas ecoregions,All,Benthos and fish,Northeast Fisheries Science Center Bottom Trawl Survey Data (OBIS-USA),AB,48,1948,2008,36.625131,-72.635974,1023,35644,30824,439452,0,1974891.901,Feb-16,Count,Weight,lat_long_date_depth_bottomDepth_time_date
214,1,Terrestrial,Temperate,Coniferous forest,FALSE,195089,Temperate coniferous forest,Terrestrial plants,Trees,Long-term growth mortality and regeneration of trees in permanent vegetation plots in the Pacific Northwest 1910 to present,A,88,1910,2010,45.34296,-122.799,39,14565,151,37350,0.01,195089,Feb-16,Count,NA,PSPStudyID_standID_plotNo_year_sampleDate
215,1,Terrestrial,Temperate/Tropical,Mixed habitats,FALSE,28944600,Multiple ecoregions,Birds,Raptor birds,Hawk Migration Association of North America (HMANA),A,57,1952,2008,38.40865,-99.515743,39,272963,141,991769,0,28944565.7,Feb-16,Count,NA,lat_long_date_time_country
216,5823,Terrestrial,Temperate,Mixed,FALSE,3545420,Multiple ecoregions,Birds,Breeding birds,Ontario Breeding Bird Atlas (2001-2005) point count data,A,5,2001,2005,49.292514,-85.199918,261,63693,57469,592124,0.03141593,3545420.304,Feb-16,Count,NA,sampleEventID_lat_long_date_time
217,250,Terrestrial,Temperate,Mixed,FALSE,1057570,Multiple ecoregions,Birds,Land birds,Landbird Monitoring Program (UMT-LBMP),A,14,1992,2006,46.828888,-109.981603,268,43839,13800,336516,0,1057570.23,Feb-16,Count,NA,lat_long_date
218,898,Terrestrial,Temperate,Mixed,FALSE,480235,Temperate broadleaf and mixed forests,Birds,Breeding birds,Maritimes Breeding Bird Atlas (2006-2010) point count data,A,5,2006,2010,46.157746,-64.552581,186,12795,10749,126881,0,480235.2657,Feb-16,Count,NA,lat_long_date_time_sampleEventID
219,1013,Terrestrial,Temperate,Wetlands,FALSE,2154970,Multiple ecoregions,Amphibians,Amphibians,Marsh Monitoring Program - Amphibian Surveys,A,17,1995,2011,44.900466,-84.776848,14,25432,1020,41914,0.015707965,2154973.188,Feb-16,Count,NA,lat_long_date_time_sampleEventID
220,1011,Terrestrial,Temperate,Wetlands,FALSE,5794910,Multiple ecoregions,Birds,Water birds,Marsh Monitoring Program - Bird Surveys,A,17,1995,2011,46.885476,-80.033171,243,26484,1050,144779,0.015707965,5794906.846,Feb-16,Count,NA,lat_long_date_time_sampleEventID
221,1,Terrestrial,Temperate,Boreal vegetation / Taiga,FALSE,1780.42,Boreal forests/Taiga,Terrestrial plants,Boreal vegetation,Vegetation Plots of the Bonanza Creek LTER Control Plots Species Count (1975 - 2004),A,26,1975,2008,64.844229,-148.051765,52,195,32,1157,4.00E-06,1780.416593,Feb-16,Count,NA,site_date
224,356,Terrestrial,Temperate,Savanna/ Tallgrass prairie,FALSE,5.70E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Shrub,Experiment 133 - Effect of Burning Patterns on Vegetation in the Fish Lake Burn Compartments - Shrub Survey,A,3,1995,2005,45.4,-93.2,50,1582,1,5973,3.14E-06,5.70E-06,Feb-16,Count,NA,targetBurnFreq(burns/year)_year_plot_point_date
225,246,Terrestrial,Temperate,Urban / Desert / Riparian / Agricultural,FALSE,4.79E-06,Deserts and xeric shrublands,Birds,Birds,Point count bird censusing long-term monitoring of bird distrubution and diversity in central Arizona-Phoenix period 2000 to 2011,A,12,2000,2011,33.43,-111.93,278,4865,1,48841,0,4.80E-06,Feb-16,Count,NA,surveyID_siteID_date
226,467,Terrestrial,Temperate,Urban / Desert,FALSE,4.79E-06,Deserts and xeric shrublands,Birds,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000,A,3,1998,2000,33.43,-111.93,220,3256,1,45361,0.04,4.80E-06,Feb-16,Count,NA,surveyID_siteID_date
227,89,Marine,Temperate,Estuarine and coastal waters,FALSE,292295,Temperate shelf and seas ecoregions,Fish,Demersal Fish,Coastal ecological data from the Virginian Biogeographic Province 1990 to 1993,A,4,1990,1993,39.787579,-74.133736,107,371,371,1868,0,292294.7307,Feb-16,Count,NA,STA_NAME_date_lat_long_depth
228,98,Marine,Temperate,Estuarine and coastal waters,FALSE,292295,Temperate shelf and seas ecoregions,Benthos,Benthos,Coastal ecological data from the Virginian Biogeographic Province 1990 to 1993,A,4,1990,1993,39.787579,-74.133736,762,407,400,13184,4.40E-08,292294.7307,Feb-16,Count,NA,STA_NAME_date_lat_long_depth
229,1,Freshwater,Temperate,Streams in deciduous forest,FALSE,1358.99,Small river ecosystems,Fish,Fish,Upper Little Tennessee River Biomonitoring Program Database - LTWA Biomonitoring Database,A,26,1988,2013,35.138164,-83.385518,69,754,228,11184,0,1358.989491,Feb-16,Count,NA,episode_ID_date
230,28,Marine,Temperate,Estuarine waters,FALSE,366.768,Flooded grasslands and savannas,Marine plants,Macrophytes,Macrophyte count data collected from Northeast Shark Slough Everglades National Park (FCE) from September 2006 to Present,A,3,2006,2008,25.671704,-80.593082,59,122,30,1561,1.00E-06,366.7682683,Feb-16,Count,NA,date_lat_long
231,118,Marine,Temperate,Estuarine waters,FALSE,1035.38,Flooded grasslands and savannas,All,Fish Plants or Other,Consumer Stocks Fish Vegetation and other Non-physical Data from Everglades National Park (FCE) South Florida from February 2000 to April 2005,A,6,2000,2005,25.483868,-80.717479,138,1806,31,12806,1.00E-06,1035.381224,Feb-16,Count,NA,sitename_plot_FPO_date
232,1,Marine,Polar/Temperate,Pelagic waters,FALSE,56217100,Polar ecoregions,Fish,Fish,Pelagic Fish Observations 1968-1999,AB,25,1968,1999,-56.814716,93.88436,185,3143,1168,6446,0,260933526.4,Feb-16,Count,Weight,lat_long_date_depth
233,14,Terrestrial,Temperate,Deciduous forest,FALSE,5.43E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,HF044. Land Use on the Southern New England and New York Coasts 1600-2001,A,3,1999,2001,42.53,-72.19,47,577,1,1870,4.00E-04,5.40E-06,Feb-16,Count,NA,location_plot_year
234,208,Terrestrial,Temperate,Deciduous forest,FALSE,5.56E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,Forest Inventory of a Northern Hardwood Forest Watershed 6 ,AB,5,1982,2002,43.953465,-71.739556,15,1040,1,4815,0.000625,5.60E-06,Feb-16,Count,Weight,year_plot_zone
235,38,Terrestrial,Temperate,Deciduous forest,FALSE,5.56E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,Forest Inventory of a Northern Hardwood Forest Watershed 5?,AB,4,1982,1999,43.953055,-71.735314,18,681,1,2823,0.000625,5.60E-06,Feb-16,Count,Weight,plot_zone_year_area
236,6,Freshwater,Temperate,Pool / riffle in tallgrass prairie,FALSE,5.15E-06,Small river ecosystems,Fish,Fish,Fish population on selected watersheds at Konza Prairie - CFP012 - Konza fish population,A,12,1995,2006,39.0931,-96.5586,19,129,1,1169,0,5.20E-06,Feb-16,Count,NA,site_date_lat_long
237,26,Freshwater,Temperate,Temperate lake,FALSE,27.6325,Small lake ecosystems,Freshwater invertebrates,Zooplanton,Madison Wisconsin Lakes Zooplankton 1976 - 1994 - old net,A,19,1976,1994,43.025171,-89.325378,89,811,4,10610,0,27.6324553,May-16,Count,NA,lakeID_year4_sampleDate
238,17,Freshwater,Temperate,Temperate lake,FALSE,23.382,Small lake ecosystems,Freshwater invertebrates,Zooplanton,North Temperate Lakes LTER Zooplankton - Madison Lakes Area 1997 - current,A,20,1995,2014,43.0716,-89.3971,32,731,3,7331,0,23.3820162,Feb-16,Count,NA,lakeID_sampleDate_station_towDepth
239,452,Terrestrial,Temperate,Desert/ Grassland,FALSE,4.85E-06,Deserts and xeric shrublands,Terrestrial plants,Woodland vegetation,Pinon Juniper Net Primary Production Quadrat Data from the Sevilleta National Wildlife Refuge New Mexico 1999-2001,AB,3,1999,2001,34.35,-106.88,123,1377,1,5288,1.00E-06,4.80E-06,Feb-16,Count,Cover,year_season_site_web_ploy_quad
240,100,Terrestrial,Temperate,Desert/ Grassland,FALSE,4.85E-06,Deserts and xeric shrublands,Terrestrial plants,Woodland vegetation,Pinon-Juniper (Core Site) Quadrat Data for the Net Primary Production Study at the Sevilleta National Wildlife Refuge New Mexico (2003-present ),AB,13,2003,2015,34.35,-106.88,167,2882,1,15561,1.00E-06,4.80E-06,Feb-16,Count,Cover,site_plot_transect_quad_date
241,1,Terrestrial,Tropical,Tropical forest,FALSE,4.05E-06,Tropical and subtropical moist broadleaf forests,Terrestrial plants,Woody plants,Sherman Forest Dynamics Plot Panama,A,4,1996,2009,9.3636,-79.9547,272,4,1,947,0.06,4.10E-06,Feb-16,Count,NA,lat_long_year
242,42,Terrestrial,Temperate,Northern temperate forest,FALSE,0.175865,Temperate broadleaf and mixed forests,Terrestrial plants,Understory vascular plants (tree seedlings herbs and shrubs),Lac Croche understory vegetation data set (1998 to 2006),A,7,1998,2006,45.993278,-74.001571,12,298,43,1030,4.00E-04,0.1758648,Feb-16,Count,NA,transect_plot_date
243,103,Terrestrial,Temperate,Barrier Island,FALSE,0.0179991,Temperate coniferous forest,Terrestrial plants,Dune vegetation,Long-term N-fertilized vegetation plots on Hog Island Virginia Coastal Barrier Islands 1992 to 2014,AB,22,1992,2014,37.446634,-75.667464,51,2640,4,8508,2.50E-05,0.017999,Feb-16,Count,Cover,year_site_treat_plot_subplot
244,285,Marine,Temperate,Coastal habitats,FALSE,213373,Temperate shelf and seas ecoregions,Birds,Coastal waterbirds,British Columbia Coastal Waterbirds Survey,A,14,1999,2012,50.55543,-126.283603,243,17094,229,219126,0.78539825,213372.8285,Feb-16,Count,NA,lat_long_date_time_sampleEventID
245,13,Marine,Temperate,Estuarine,FALSE,7696.37,Temperate shelf and seas ecoregions,Fish,Diadromous fishes,Migratory Fishes in the river Scheldt Trekvis,A,4,2007,2010,51.058813,4.265099,49,415,42,2253,0,7696.373026,Feb-16,Count,NA,lat_long_eventDate
246,8,Marine,Temperate,Coastal habitats,FALSE,0.0277758,Temperate shelf and seas ecoregions,Fish,Marine fish,Long-term monitoring dataset of fish assemblages impinged at nuclear power plants in northern Taiwan,A,15,2000,2014,25.244306,121.624306,335,339,2,3722,0,0.0277758,Feb-16,Count,NA,lat_long_year
247,28,Freshwater,Temperate,Temperate lake,FALSE,81.6505,Small lake ecosystems,Freshwater invertebrates,Zooplankton,Zooplankton survey of Oneida Lake New York 1964 to present,AB,32,1975,2006,43.196619,-75.919813,31,4047,6,30307,4.00E-07,207,Feb-16,Density,Weight,date_lat_long
248,6,Terrestrial,Temperate,Grassland,FALSE,5.55E-06,"Temperate grasslands, savannas and shrublands",Terrestrial plants,Grassland plants,Evidence for long-term shift in plant community composition under decadal experimental warming,A,13,2000,2012,43.833333,-102.166667,95,78,1,1032,4.00E-06,5.50E-06,Feb-16,Count,NA,plot_lat_long_year
249,3,Terrestrial,Temperate,Woodland,FALSE,7.10E-06,Temperate broadleaf and mixed forests,Terrestrial invertebrates,Insects specifically Coleoptera and Lepidoptera,Resource specialists lead local insect community turnover associated with temperature - analysis of an 18-year full-seasonal record of moths and beetles,A,24,1992,2009,55.702512,12.558956,1534,577,1,44069,0,7.10E-06,Feb-16,Count,NA,date_lat_long
252,8,Marine,Temperate,Coastal habitats,FALSE,45701.4,Temperate shelf and seas ecoregions,Fish,Fish,MARMAP Blackfish Trap Survey 1990-2009,AB,13,1977,1989,32.453878,-78.968171,48,1422,218,4692,0,45701.35866,May-16,Count,Weight,date_lat_long_minDepth_m
253,37,Freshwater,Temperate,Temperate lake,FALSE,50.3684,Small lake ecosystems,Freshwater invertebrates,Zooplankton,North Temperate Lakes LTER Zooplankton - Trout Lake Area 1982 - current,A,29,1986,2014,46.021392,-89.652932,133,1748,7,30750,0,50.3684383,May-16,Count,NA,lakeid_sampleDate_station
254,17,Freshwater,Temperate,Temperate lake,FALSE,0.0173698,Small lake ecosystems,Freshwater plants,Phytoplankton,North Temperate Lakes LTER Phytoplankton - Madison Lakes Area 1995 - current,AB,20,1995,2014,43.08111,-89.383155,374,585,2,12652,0,0.0173698,May-16,Count,Weight,lakeID_sampleDate_station_towDepth
255,3,Terrestrial,Temperate,Hemlock?northern hardwood forest,TRUE,5.80E-06,Temperate broadleaf and mixed forests,Terrestrial plants,Trees,Multi-decade. spatially explicit population studies of canopy dynamics in Michigan old-growth forests,A,10,1989,2007,46.3667,-87.1333,22,508,1,2915,0,5.80E-06,May-16,Count,NA,year_plot
256,36,Marine,Temperate,Pelagic / Bottom waters,FALSE,1518420,Temperate shelf and seas ecoregions,Fish,Fish,ICES Beam Trawl Survey for commercial fish species. ICES Database of trawl surveys (DATRAS) - The Netherlands,A,24,1987,2010,56.341379,2.672616,120,2884,2704,37250,0,297390.4394,May-16,Count,NA,lat_long_date_depth_bottomDepth_time_date
257,27,Freshwater,Temperate,Temperate lake,FALSE,0.0173698,Small lake ecosystems,Freshwater invertebrates,Zooplanton,Madison Wisconsin Lakes Zooplankton 1976 - 1994 - new net,A,4,1991,1994,43.08111,-89.383155,19,122,2,1373,0,0.0173698,May-16,Count,NA,lakeID_year4_sampleDate
270,1,Terrestrial,Temperate,Mediterranean shrubland ,TRUE,5.32E-06,"Mediterranean forests, woodlands and scrubs",Terrestrial plants,Vascular plants - Tracheophyta,Experimental evidence of reduced diversity of seedlings due to climate modification in a Mediterranean-type community.,A,4,1999,2002,41.3,1.9,19,1,1,76,0.01,0.01,Jan-16,Density,NA,total_sample_date
271,18,Marine,Temperate,Rocky subtidal,FALSE,2406.91,Temperate shelf and seas ecoregions,Fish,Chondrichthyes and Osteichthyes,Santa Barbara Coastal LTER,A,15,2000,2014,34.305653,-119.874919,62,42,42,6287,8.00E-05,2406.908358,Jan-16,Count,NA,site_transect_lat_long_date
272,24,Marine,Temperate,Rocky subtidal,FALSE,2388.31,Temperate shelf and seas ecoregions,Marine invertebrates,Echinodermata Cnidaria Mollusca Annelida Chordata Porifera,Santa Barbara Coastal LTER,A,15,2000,2014,34.305542,-119.87585,36,50,11,5363,1.00E-06,2388.30704,Jan-16,Count,NA,site_transect_date
273,24,Marine,Temperate,Rocky subtidal,FALSE,2388.31,Temperate shelf and seas ecoregions,Marine invertebrates,Echinodermata Mollusca Arthropoda Cnidaria,Santa Barbara Coastal LTER,A,15,2000,2014,34.305542,-119.87585,27,51,11,15498,1.00E-06,2388.30704,Jan-16,Count,NA,site_transect_date
274,19,Marine,Temperate,Rocky subtidal,FALSE,2406.91,Temperate shelf and seas ecoregions,All,Cnidaria Chordata Arthropoda Rhodophyta Ectoprocta Phaeophyta Entoprocta Chlorophyta Mollusc,Santa Barbara Coastal LTER,B,15,2000,2014,34.305653,-119.874919,132,553,41,8769,4.00E-05,2406.908358,Jan-16,NA,Cover,site_transect_date
275,10,Terrestrial,Temperate,Sub tropical urban remnant,TRUE,0.255167,"Mediterranean forests, woodlands and scrubs",Reptiles,Terrestrial reptiles,Response of an urban remnant reptile community to summer wildfire,AB,6,2009,2014,-31.967534,115.83329,19,10,10,1549,0.000729,0.185,Jan-16,Count,Size,pitfall_trap_grid_date
276,1,Freshwater,Temperate,Littoral and profundal zones of lake,FALSE,5.49E-06,Small lake ecosystems,Freshwater invertebrates,Gastropods,Eutrophication and Dreissena Invasion as Drivers of Biodiversity A Century of Change in the Mollusc Community of Oneida Lake,A,3,1917,2012,43.2,-76.0667,32,1,1,96,0,5.50E-06,Jan-16,Density,NA,total_sample_date
277,60,Terrestrial,Temperate,Forest,FALSE,5.59E-06,Temperate coniferous forest,Terrestrial plants,forest plants,Plant succession and biomass dynamics following logging and burning in the Andrews Experimental Forest Watersheds 1 and 3. 1962-Present ,A,10,1979,2008,44.33,-122.33,48,1400,1,3770,6.13E-07,5.60E-06,Feb-16,Count,NA,lat_long_plotID_year
278,1,Marine,Temperate/Tropical,Mixed,FALSE,100536000,Temperate shelf and seas ecoregions,Fish,Fish,South Western Pacific Regional OBIS Data provider for the NIWA Marine Biodata Information System (South Western Pacific OBIS),A,40,1961,2005,-42.407,172.26,278,5177,4894,25534,0,100536001.9,Mar-16,Presence/Absence,NA,lat_long_ocean_locality_depth_date
279,60,Terrestrial,Temperate,Forest,FALSE,5.59E-06,Temperate coniferous forest,Terrestrial plants,forest plants,Plant succession and biomass dynamics following logging and burning in the Andrews Experimental Forest Watersheds 1 and 3. 1962-Present ,AB,10,1979,2008,44.33,-122.33,261,1726,1,27114,6.13E-07,5.60E-06,Mar-16,Count,Cover,lat_long_plotID_year
280,5,Marine,Polar,Pelagic waters,FALSE,523892,Polar ecoregions,Benthos,zoobenthos,Zoobenthos data from the Southern Beaufort Sea. 1971-1975 (ArcOD/AOOS),A,4,1971,1975,70.224113,-134.367174,9,47,44,60,3.10E-07,523892.4149,Mar-16,Presence/Absence,NA,lat_long_waterbody_collMethod_maxDepth_date
281,42,Marine,Temperate,Reef,FALSE,548360,Temperate shelf and seas ecoregions,Marine invertebrates,Marine invertebrates,South TX Outer Continental Shelf and MI. AL. and FL Outer Continental Shelf benthic organism sampling 1974-1978 (OBIS-USA),A,5,1974,1978,27.903221,-87.939137,6,335,335,1267,0,548360.331,Mar-16,Presence/Absence,NA,lat_long_country_ocean_bottomDepth_date
282,21,Marine,Polar,Pelagic waters,FALSE,683187,Polar ecoregions,Marine invertebrates,Zooplankton,Zooplankton Data from the Canadian Beaufort Sea Shelf. 1984 and 1985 NOGAP B2. Zooplankton Data from the Canadian Beaufort Sea Shelf. 1986. Central and Arctic Region,A,4,1984,1987,70.023511,-132.809137,211,183,103,8661,1.00E-07,683187.0633,Mar-16,Density,NA,lat_long_locality_depth_date
283,37,Marine,Polar,Pelagic waters,FALSE,399739,Polar ecoregions,Marine invertebrates,Zooplankton,Zooplankton Data from the Canadian Beaufort Sea Shelf. 1984 and 1985 NOGAP B2. Zooplankton Data from the Canadian Beaufort Sea Shelf. 1986. Central and Arctic Region,B,2,1985,1986,70.187963,-133.93737,177,164,61,1720,1.00E-07,399738.7877,Mar-16,NA,Weight,lat_long_locality_depth_date
284,1,Marine,Temperate/Tropical,Mixed,FALSE,6686820,Multiple ecoregions,Fish,mostly fish + a few invertebrates,Previous_fisheries_REVIZEE_Program (Tropical and Subtropical Western South Atlantic OBIS),AB,10,1972,1986,-11.20568,-43.616987,136,1282,1174,5906,0,6686819.311,Mar-16,Count,Weight,lat_long_ocean_country_state_locality_depth_date
285,3,Marine,Temperate/Tropical,Multiple marine habitats - coastal Australia,FALSE,5434010,Multiple ecoregions,Fish,mostly fish + a few invertebrates,Previous_fisheries_REVIZEE_Program (Tropical and Subtropical Western South Atlantic OBIS),A,13,1972,1989,-15.244259,-46.667196,206,506,490,1693,0,5434012.444,Mar-16,Count,NA,lat_long_ocean_country_state_locality_depth_date
286,29,Marine,Temperate,Pelagic / Bottom waters,FALSE,41435.2,Temperate shelf and seas ecoregions,Fish,fish & marine invertebrates,Maine Department of Marine Resources Inshore Trawl Survey 2000?2009 (OBIS-USA),B,10,2000,2009,43.897252,-68.922052,29,678,678,883,0,41435.2352,Mar-16,NA,Weight,lat_long_country_ocean_sampleSize_depth_date
